strain	date	country	date_submitted	recency	lineage	region	host	clade_membership	author	accession	dinuc_context_fraction	GA_CT_fraction
Monkeypox/PT0489/2022	2022-08-11	Portugal	2022-09-30	Older	B.1.9	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555565		
Monkeypox/PT0477/2022	2022-08-09	Portugal	2022-09-30	Older	B.1.9	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555556		
Monkeypox/PT0191/2022	2022-06-28	Portugal	2022-08-29	Older	B.1.9	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP324505	1.00	1.00
Monkeypox/PT0156/2022	2022-07-04	Portugal	2022-08-29	Older	B.1.9	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP324473		
Monkeypox/PT0395/2022	2022-07-13	Portugal	2022-09-30	Older	B.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555491		1.00
hMPXV/Austria/MUW1531254/2022	2022-07-04	Austria	2022-07-19	Older	B.1	Europe	Homo sapiens	IIb	Camp,J.V., Redlberger-Fritz,M., Aberle,S.W.	OP019277		
MpxV/human/CAN/UN-NML-3907/2022	2022-06-27	Canada	2022-07-26	Older	B.1	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Jolly,G., Griffiths,E., Charest,H., Levade,I., Fafard,J.	OP062231		
MpxV/human/CAN/UN-NML-3450/2022	2022-06-03	Canada	2022-06-30	Older	B.1	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	ON880549		
MpxV/human/CAN/UN-NML-4024/2022	2022-07-05	Canada	2022-08-22	Older	B.1	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Griffiths,E., Jolly,G., Charest,H., Levade,I., Fafard,J.	OP270027	1.00	1.00
MpxV/human/CAN/UN-NML-3752/2022	2022-06-10	Canada	2022-07-19	Older	B.1	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Chapel,M., Tyler,A., Haidl,E., Domselaar,G.V., Antonation,K., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Jolly,G., Fafard,J., Charest,H., Levade,I.	OP013017		
MpxV/human/CAN/UN-NML-3657/2022	2022-06-10	Canada	2022-07-19	Older	B.1	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Chapel,M., Tyler,A., Haidl,E., Domselaar,G.V., Antonation,K., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Jolly,G., Fafard,J., Charest,H., Levade,I.	OP013012	1.00	1.00
MpxV/human/CAN/UN-NML-3257/2022	2022-05-30	Canada	2022-06-30	Older	B.1	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	ON880533		
MpxV/human/CAN/UN-NML-3672/2022	2022-06-11	Canada	2022-07-19	Older	B.1	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Chapel,M., Tyler,A., Haidl,E., Domselaar,G.V., Antonation,K., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Jolly,G., Fafard,J., Charest,H., Levade,I.	OP013014		
MpxV/human/CAN/UN-NML-2846/2022	2022-05-19	Canada	2022-06-21	Older	B.1	North America	Homo sapiens	IIb	Knox,N., Duggan,A., Yadav,C., Hole,D., Haidl,E., Chapel,M., Jolly,G., Domselaar,G.V., Antonation,K., Leung,A., Fernando,L., Audet,J., Hagan,M., Graham,M., Griffiths,E., Safronetz,D., Charest,H., Levade,I., Fafard,J.	ON803420	1.00	1.00
MpxV/human/CAN/UN-NML-3607/2022	2022-06-09	Canada	2022-07-19	Older	B.1	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Chapel,M., Tyler,A., Haidl,E., Domselaar,G.V., Antonation,K., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Jolly,G., Fafard,J., Charest,H., Levade,I.	OP013010		
MpxV/human/CAN/UN-NML-3976/2022	2022-07-04	Canada	2022-08-22	Older	B.1	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Griffiths,E., Jolly,G., Charest,H., Levade,I., Fafard,J.	OP270024	1.00	1.00
MpxV/human/CAN/UN-NML-4014/2022	2022-07-05	Canada	2022-08-22	Older	B.1	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Griffiths,E., Jolly,G., Charest,H., Levade,I., Fafard,J.	OP270025	1.00	1.00
MpxV/human/CAN/UN-NML-3147/2022	2022-05-27	Canada	2022-06-30	Older	B.1	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	ON880528		
MpxV/human/CAN/UN-NML-4150/2022	2022-07-05	Canada	2022-08-23	Older	B.1	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	OP279046		
MpxV/human/CAN/UN-NML-3975/2022	2022-07-04	Canada	2022-08-22	Older	B.1	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Griffiths,E., Jolly,G., Charest,H., Levade,I., Fafard,J.	OP270023		
MpxV/human/CAN/UN-NML-3971/2022	2022-07-04	Canada	2022-08-22	Older	B.1	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Griffiths,E., Jolly,G., Charest,H., Levade,I., Fafard,J.	OP270021		
MpxV/human/CAN/UN-NML-4050/2022	2022-07-11	Canada	2022-08-16	Older	B.1	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Griffiths,E., Leung,A., MacKenzie,K., Lang,A., Minion,J.	OP226139		
LIM-INS-016	2022-07-09	Peru	2022-08-29	Older	B.1.6	South America	Homo sapiens	IIb	Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G.	OP320554	1.00	0.50
DC_INS_MPX-1122-H	2022-10-22	Colombia	2023-01-14	One week ago	B.1.6	South America	Homo sapiens	IIb	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Rosales,A., Mercado-Reyes,M.M.	OQ197863	1.00	1.00
LIM-INS-013	2022-07-08	Peru	2022-08-29	Older	B.1.6	South America	Homo sapiens	IIb	Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G.	OP320553		
LIM-INS-012	2022-07-06	Peru	2022-08-29	Older	B.1.6	South America	Homo sapiens	IIb	Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G.	OP320552	1.00	1.00
LIM-INS-001	2022-06-25	Peru	2022-08-24	Older	B.1.6	South America	Homo sapiens	IIb	Silva,I., Jimenez,V., Hurtado,V., Barcena,L.	OP289782		
LIM-INS-010	2022-07-02	Peru	2022-08-29	Older	B.1.6	South America	Homo sapiens	IIb	Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G.	OP320549		
ANT-LDSP-ANT-MPX-24910-O	2022-09-09	Colombia	2022-10-17	Older	B.1.6	South America	Homo sapiens	IIb	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP642385		
ANT-LDSP-ANT-MPX-28353C	2022-10-14	Colombia	2023-01-22	3-7 days ago	B.1.6	South America	Homo sapiens	IIb	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OQ261706		
CUN_INS_MPX_0951_C	2022-10-14	Colombia	2022-11-14	Older	B.1.6	South America	Homo sapiens	IIb	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	OP819947	1.00	1.00
ANT-LDSP-ANT-MPX-22752-O	2022-08-18	Colombia	2022-09-14	Older	B.1.6	South America	Homo sapiens	IIb	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP431402	1.00	1.00
LIM-INS-021	2022-07-09	Peru	2022-08-29	Older	B.1.6	South America	Homo sapiens	IIb	Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G.	OP320555		
LIM-INS-018	2022-07-09	Peru	2022-08-29	Older	B.1.6	South America	Homo sapiens	IIb	Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G.	OP320551		
LIM-INS008	2022-07-01	Peru	2022-08-29	Older	B.1.6	South America	Homo sapiens	IIb	Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G.	OP320548		
LIM-INS-015	2022-07-09	Peru	2022-08-29	Older	B.1.6	South America	Homo sapiens	IIb	Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G.	OP320550		
LIM-INS-003	2022-06-27	Peru	2022-08-24	Older	B.1.6	South America	Homo sapiens	IIb	Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Mestanza,O., Lope,P., Nunez,A.	OP289783		
ANT-LDSP-ANT-MPX-24590-C	2022-09-07	Colombia	2022-10-17	Older	B.1.6	South America	Homo sapiens	IIb	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP642375	1.00	1.00
ANT-LDSP-ANT-MPX-26719E	2022-09-29	Colombia	2022-11-23	Older	B.1.6	South America	Homo sapiens	IIb	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP881939		
ANT-LDSP-ANT-MPX-24947E	2022-09-12	Colombia	2022-10-17	Older	B.1.6	South America		IIb	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP642401		
DC_INS_MPX_0719_L	2022-08-29	Colombia	2022-10-21	Older	B.1.16	South America	Homo sapiens	IIb	Laiton-Donato,K., Alvarez-Diaz,D.A., Franco-Munoz,C., Ruiz-Moreno,H.A., Rojas-Estevez,P., Rosales,A., Martinez,D., Flores,A., Prieto,F., Walteros,D., Gomez,S., Mercado-Reyes,M.	OP693653	1.00	1.00
DC_INS_MPX_0082_L	2022-08-08	Colombia	2022-10-21	Older	B.1.16	South America	Homo sapiens	IIb	Laiton-Donato,K., Alvarez-Diaz,D.A., Franco-Munoz,C., Ruiz-Moreno,H.A., Rojas-Estevez,P., Rosales,A., Martinez,D., Flores,A., Prieto,F., Walteros,D., Gomez,S., Mercado-Reyes,M.	OP693647		
ANT-LDSP-ANT-MPX-23596-O	2022-08-29	Colombia	2022-09-19	Older	B.1.16	South America	Homo sapiens	IIb	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP459211	1.00	1.00
SAN_INS_MPX_0971_L	2022-10-11	Colombia	2022-11-14	Older	B.1.16	South America	Homo sapiens	IIb	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	OP819959	1.00	1.00
CUN_INS_MPX_1053_L	2022-10-27	Colombia	2022-11-16	Older	B.1.16	South America	Homo sapiens	IIb	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	OP837472	1.00	0.67
CUN_INS_MPX_0649_C	2022-08-23	Colombia	2022-10-21	Older	B.1.16	South America	Homo sapiens	IIb	Laiton-Donato,K., Alvarez-Diaz,D.A., Franco-Munoz,C., Ruiz-Moreno,H.A., Rojas-Estevez,P., Rosales,A., Martinez,D., Flores,A., Prieto,F., Walteros,D., Gomez,S., Mercado-Reyes,M.	OP693651	1.00	1.00
DC_INS_MPX-1119-H	2022-10-24	Colombia	2023-01-14	One week ago	B.1.16	South America	Homo sapiens	IIb	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Rosales,A., Mercado-Reyes,M.M.	OQ197862	1.00	1.00
LBMB-UTP_MP-021_VAC	2022-11-11	Colombia	2022-12-30	One month ago	B.1.16	South America	Homo sapiens	IIb	Anacona,J.D., Lopez,P.A., Orjuela,M., Tabares,F.A., Zuluaga-Velez,A., Sepulveda-Arias,J.C.	OQ148473	1.00	1.00
ANT-LDSP-ANT-MPX-24594-L	2022-09-07	Colombia	2022-10-17	Older	B.1.16	South America	Homo sapiens	IIb	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP642378	1.00	1.00
ANT-LDSP-ANT-MPX-24537-E	2022-09-07	Colombia	2022-10-17	Older	B.1.16	South America	Homo sapiens	IIb	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP642394		
ANT-LDSP-ANT-MPX-24922E	2022-09-09	Colombia	2022-10-17	Older	B.1.16	South America		IIb	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP642397		
VAC_INS_MPX_0960_C	2022-10-15	Colombia	2022-11-14	Older	B.1.16	South America	Homo sapiens	IIb	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	OP819954		
VAC_INS_MPX_0960_L	2022-10-15	Colombia	2022-11-14	Older	B.1.16	South America	Homo sapiens	IIb	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	OP819953		
VAC_INS_MPX_1050_E	2022-10-26	Colombia	2022-11-16	Older	B.1.16	South America	Homo sapiens	IIb	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	OP837470		
VAC_INS_MPX_1050_C	2022-10-26	Colombia	2022-11-16	Older	B.1.16	South America	Homo sapiens	IIb	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	OP837481		
LBMB-UTP_MP-014_VAC	2022-11-11	Colombia	2022-12-30	One month ago	B.1.16	South America	Homo sapiens	IIb	Anacona,J.D., Lopez,P.A., Orjuela,M., Tabares,F.A., Zuluaga-Velez,A., Sepulveda-Arias,J.	OQ148468	1.00	1.00
VAC_INS_MPX_0957_HO	2022-10-15	Colombia	2022-11-14	Older	B.1.16	South America	Homo sapiens	IIb	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	OP819951		
ANT-LDSP-ANT-MPX-28292C	2022-10-13	Colombia	2023-01-22	3-7 days ago	B.1.16	South America	Homo sapiens	IIb	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OQ261702		
VAC_INS_MPX_0962_C	2022-10-13	Colombia	2022-11-14	Older	B.1.16	South America	Homo sapiens	IIb	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	OP819955	0.75	1.00
VAC_INS_MPX_0955_C	2022-10-11	Colombia	2022-11-14	Older	B.1.16	South America	Homo sapiens	IIb	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	OP819949	1.00	1.00
hMpxV/UK/LMO-026a/2022	2022-07-01	United Kingdom	2022-09-08	Older	B.1.8	Europe	Homo sapiens	IIb	McHugh,M.P., Maloney,D., Parker,A., Mathers,K., Dewar,R., Kenicer,J., Cotton,S., Wild,J., Templeton,K.E.	OP390194		1.00
MPXV/Germany/2022/RKI585	2022-06-25	Germany	2022-11-16	Older	B.1.8	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP837347	1.00	1.00
Monkeypox/PT0521/2022	2022-08-19	Portugal	2022-09-30	Older	B.1.8	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555592	1.00	1.00
MPXV/Germany/2022/RKI341	2022-09-01	Germany	2022-09-21	Older	B.1.8	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP484664		
MpxV/human/USA/WA-UW-080247/2022	2022-08-16	USA	2022-10-13	Older	B.1.8	North America	Homo sapiens	IIb	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	OP628437	0.75	1.00
MPXV/Germany/2022/RKI358	2022-09-01	Germany	2022-09-21	Older	B.1.8	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP484679		
MPXV/Germany/2022/ON/RKI652	2022-08-31	Germany	2023-01-03	One month ago	B.1.8	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OQ159047	1.00	1.00
MPXV/Germany/2022/RKI284	2022-08-01	Germany	2022-08-22	Older	B.1.8	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Friesen,J., Schaade,L., Nitsche,A.	OP270473		
MPXV/Germany/2022/RKI164	2022-07-22	Germany	2022-07-11	Older	B.1.8	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON959177		
MPXV/Germany/2022/ON/RKI650	2022-08-17	Germany	2023-01-03	One month ago	B.1.8	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OQ159045	1.00	1.00
MPXV/Germany/2022/RKI213	2022-08-17	Germany	2022-08-12	Older	B.1.8	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.	OP215215		
MpxV/Spain/MD-HGUGM-6532064/2022	2022-05-27	Spain	2022-06-09	Older	B.1.8	Europe	Homo sapiens	IIb	Buenestado-Serrano,S., Palomino-Cabrera,R., Penas-Utrilla,D., Rodriguez-Grande,J., Sola Campoy,P., Perez-Lago,L., Rodriguez-Grande,C., Herranz Martin,M., Suarez,J., Catalan,P., Munoz,P., Garcia de Viedma,D.	ON720849	1.00	1.00
MPXV/ES0001/HUGTiP/2022	2022-05-20	Spain	2022-05-27	Older	B.1.8	Europe	Homo sapiens	IIb	Martinez-Puchol,S., Coello,A., Bordoy,A.E., Soler,L., Panisello,D., Gonzalez-Gomez,S., Clara,G., Paris de Leon,A., Not,A., Hernandez,A., Bofill-Mas,S., Saludes,V., Blanco,I., Martro,E., Cardona,P.-J.	ON622718		
MpxV/human/USA/OH-UW-078962/2022	2022-07-01	USA	2022-09-15	Older	B.1.8	North America	Homo sapiens	IIb	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	OP442939	1.00	1.00
MPXV_USA_2022_FL0015	2022-06-27	USA	2022-08-26	Older	B.1.8	North America	Homo sapiens	IIb	Gigante,C.M., Lee,P., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M.S., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Mendoza,R., Li,Y.	OP303778		
MPXV_USA_2022_FL0018	2022-06-27	USA	2022-08-26	Older	B.1.8	North America	Homo sapiens	IIb	Gigante,C.M., Lee,P., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M.S., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Mendoza,R., Li,Y.	OP303781		
hMPXV/USA/NC-UNC-0013/2022	2022-08-15	USA	2022-09-20	Older	B.1.8	North America	Homo sapiens	IIb	Deanhardt,B., Miller,M., Wang,J.R.	OP480413	1.00	0.75
ANT-LDSP-ANT-MPX-23265-C	2022-08-23	Colombia	2022-09-20	Older	B.1.8	South America	Homo sapiens	IIb	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP477452		
ANT-LDSP-ANT-MPX-23267-O	2022-08-23	Colombia	2022-09-20	Older	B.1.8	South America	Homo sapiens	IIb	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP477454		
ANT-LDSP-ANT-MPX-23631-L	2022-08-30	Colombia	2022-09-19	Older	B.1.8	South America	Homo sapiens	IIb	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP459214		
ATL-UNIMOL-MPX-292895-L	2022-08-12	Colombia	2022-09-08	Older	B.1.8	South America	Homo sapiens	IIb	Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D.	OP390176		
MpxV/human/USA/WA-UW-091243/2022	2022-09-01	USA	2022-10-19	Older	B.1.8	North America	Homo sapiens	IIb	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	OP681773		
MPXV22/human/USA-NE-48	2022-07-15	USA	2022-08-08	Older	B.1.8	North America	Homo sapiens	IIb	Tegomoh,B., Cross,S.T., Chapman,R.C., Bernhard,K., McCutchen,E.L., Fauver,J.R., Pratt,C.B., Warden,D.E., Iwen,P.C., Donahue,M., Wiley,M.R.	OP171923		
MPXV/Germany/2022/ON/RKI664	2022-05-19	Germany	2023-01-24	1-2 days ago	B.1.5	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OQ274883		
hMpxV/Switzerland/ZH-UZH-IMV-3ba64538/2022	2022-06-02	Switzerland	2022-06-17	Older	B.1.5	Europe	Homo sapiens	IIb	Kufner,V., Ziltener,G., Zaheri,M., Schmutz,S., Audige,A., Bernasconi,O., Steiner,K., Huder,J., Shah,C., Capaul,R., Bloemberg,G., Boeni,J., Huber,M., Trkola,A.	ON792322		
MPXV_USA_2022_GA001	2022-05-19	USA	2022-08-04	Older	B.1.5	North America	Homo sapiens	IIb	Gigante,C., Xia,D., Seabolt,M., Zhao,H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Plipat,N., Li,Y.	OP150925		
MPXV/Germany/2022/RKI529	2022-07-31	Germany	2022-10-20	Older	B.1.5	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP689682	0.80	1.00
